TIME,D1,D4,D5,D7,D8,D11,D12,R6,R9
10/23/2015 11:00,-3.7974,-4.77951,0.521665,1.23896,-6.99369,4.46025,-1.8477,3.75163,7.71328
10/23/2015 12:00,-3.6581,-4.51619,-0.219547,1.47659,-7.2166,3.50659,-1.31406,3.32749,5.81538
10/23/2015 13:00,-3.70745,-4.74185,-1.08771,1.09924,-7.23369,0.55454,-2.89527,2.2297,1.48904
10/23/2015 14:00,-3.74677,-5.07707,-2.90414,0.444893,-7.28598,-3.93524,-3.66445,0.581236,0.806964
10/23/2015 15:00,-5.11099,-5.4363,-3.19156,0.101578,-7.89248,-3.55427,-3.98087,-0.338078,0.341659
10/23/2015 16:00,-4.84756,-6.91587,-2.60149,-0.00576305,-8.38397,-4.42231,-7.27642,-0.865838,-0.689385
10/23/2015 17:00,-4.85804,-7.24771,-2.9047,-0.0403452,-8.35811,-4.92069,-7.80999,-1.1,-2.05597
10/23/2015 18:00,-5.71261,-7.68951,-3.73265,-0.178205,-8.42297,-6.52064,-7.9288,-1.6749,-3.1106
10/23/2015 19:00,-6.21046,-8.76061,-3.97726,-0.281281,-8.79489,-5.96883,-9.07881,-1.98135,-3.94265
10/23/2015 20:00,-6.48907,-9.3746,-4.49558,-0.42645,-8.72723,-6.5618,-9.78963,-2.31288,-4.66211
10/23/2015 21:00,-7.06502,-9.41621,-4.46467,-0.662952,-8.9497,-6.77548,-10.2499,-2.71342,-5.31354
10/23/2015 22:00,-7.43616,-9.52751,-5.9859,-1.05614,-8.86301,-7.30632,-10.2205,-3.07856,-5.88714
10/23/2015 23:00,-7.66655,-9.66381,-5.22336,-1.52564,-9.28862,-7.78343,-10.5882,-3.3454,-6.38032
10/24/2015 0:00,-7.92587,-9.68516,-6.38368,-1.88876,-9.3304,-8.11844,-10.8227,-3.55259,-6.97969
10/24/2015 1:00,-8.13777,-9.88277,-6.65993,-2.18121,-9.36775,-8.32502,-11.0452,-3.77253,-7.38956
10/24/2015 2:00,-8.4588,-9.97685,-7.76581,-2.48122,-9.37916,-8.58665,-11.1916,-4.0024,-7.78365
10/24/2015 3:00,-8.28244,-10.0282,-5.89975,-2.68353,-9.40555,-8.68109,-11.3474,1.13677,-7.45271
10/24/2015 4:00,-7.76377,-10.1572,-3.10863,-2.91315,-8.3443,-8.99404,-10.5325,6.68705,-5.72298
10/24/2015 5:00,-6.77296,-10.0803,0.365262,-3.11873,-7.29609,-9.18029,-7.83563,9.47516,-2.49889
10/24/2015 6:00,-5.99085,-9.59665,2.49466,-3.40151,-6.68777,-9.25988,-4.21675,9.9112,0.128279
10/24/2015 7:00,-5.66462,-8.58169,2.79982,-3.34088,-6.28192,-8.90331,-0.848611,9.15279,8.20333
10/24/2015 8:00,-4.22893,-7.3409,2.83471,-2.0916,-5.41577,-6.4293,3.13634,7.21171,14.1604
10/24/2015 9:00,-3.63974,-5.90742,2.99155,-0.613656,-4.57224,1.90439,7.42414,6.48051,18.2516
10/24/2015 10:00,-3.91619,-4.58458,2.53769,0.348869,-3.78611,2.95256,10.0529,5.27156,20.3018
10/24/2015 11:00,-3.64237,-3.65038,1.49327,1.82766,-3.35827,2.69712,11.8479,4.68203,20.8645
10/24/2015 12:00,-3.48535,-3.13705,0.455919,2.46342,-3.40352,2.3025,10.7924,3.8281,19.1198
10/24/2015 13:00,-3.45496,-2.98226,-0.457389,2.05203,-4.24457,2.51671,5.67167,2.84195,13.4434
10/24/2015 14:00,-3.65564,-3.54884,-0.75451,1.45502,-4.95433,1.94237,-1.88648,1.5598,4.99138
10/24/2015 15:00,-4.03392,-5.21501,-1.69746,0.972349,-5.30659,1.22559,-5.41735,0.658643,1.03916
10/24/2015 16:00,-4.41923,-6.25855,-2.09955,0.564541,-5.75165,-0.25895,-6.64338,0.0775414,-0.85284
10/24/2015 17:00,-4.46357,-7.17852,-2.3572,0.163921,-6.04542,-2.68283,-7.89056,-0.454476,-2.65381
10/24/2015 18:00,-4.8292,-7.83715,-2.72794,-0.165866,-6.37761,-4.30634,-8.41439,-0.922579,-3.7706
10/24/2015 19:00,-5.32137,-8.71865,-3.21171,-0.418285,-6.98197,-5.20551,-8.8035,-1.29239,-4.66841
10/24/2015 20:00,-5.57206,-9.23823,-3.38456,-0.631855,-7.12885,-5.92705,-9.38374,-1.68192,-5.32771
10/24/2015 21:00,-6.00136,-9.43461,-3.69574,-0.961809,-7.41652,-6.45554,-9.5751,-2.05593,-5.89883
10/24/2015 22:00,-6.0625,-9.6738,-4.0078,-1.42537,-7.69975,-6.8418,-9.90203,-2.27948,-6.4525
10/24/2015 23:00,-6.44677,-9.87245,-4.22219,-1.87682,-8.15171,-7.23412,-10.144,-2.66547,-6.91508
10/25/2015 0:00,-6.76538,-10.137,-4.42894,-2.19856,-8.5268,-7.52074,-10.1554,-2.90821,-7.27795
10/25/2015 1:00,-7.02642,-10.4617,-4.63185,-2.45891,-8.83747,-7.8231,-10.3044,-3.30302,-7.655
10/25/2015 2:00,-7.3895,-10.7257,-4.64531,-2.68446,-9.40222,-8.20456,-10.1439,-3.77443,-7.93829
10/25/2015 3:00,-7.76729,-10.8158,-4.63459,-2.91794,-8.94958,-8.43415,-10.2584,0.106093,-7.63211
10/25/2015 4:00,-7.52088,-10.6826,-2.86879,-3.1352,-8.08864,-8.65557,-8.9007,6.97563,-4.37927
10/25/2015 5:00,-6.99168,-10.4242,0.493257,-3.41113,-7.457,-8.8991,-6.54093,9.83022,0.442705
10/25/2015 6:00,-6.35703,-9.46227,2.38611,-3.7091,-6.72688,-9.13388,-2.66759,9.84671,6.27025
10/25/2015 7:00,-5.61422,-7.92894,3.216,-3.5997,-5.95701,-9.10362,0.870694,8.9657,11.751
10/25/2015 8:00,-4.01269,-6.40073,3.96768,-2.03743,-4.90953,-5.87158,4.76162,6.39415,16.0017
10/25/2015 9:00,-3.60779,-5.11394,4.19611,-0.246933,-4.627,2.32978,8.70673,5.62775,18.8689
10/25/2015 10:00,-3.77817,-3.99247,3.18392,1.15304,-3.95967,2.6712,11.0169,4.81927,20.7314
10/25/2015 11:00,-3.61211,-3.27191,1.78212,2.48787,-3.48788,2.7042,12.5922,3.61181,21.4189
10/25/2015 12:00,-3.49305,-2.90848,0.594021,2.71239,-3.55867,2.15168,11.6753,2.91858,19.3015
10/25/2015 13:00,-3.49354,-2.85933,0.0180807,1.91769,-4.76603,2.66516,6.76035,2.1054,13.9765
10/25/2015 14:00,-3.55869,-3.87531,-0.887836,1.17868,-5.04329,2.69969,1.54916,1.16228,6.11955
10/25/2015 15:00,-4.47477,-4.44713,-2.66727,0.621244,-5.05907,2.179,-0.151674,0.0679016,2.50027
10/25/2015 16:00,-4.9908,-5.08747,-2.76843,0.204765,-5.41767,0.516854,-1.8981,-0.403174,0.188703
10/25/2015 17:00,-4.96135,-5.85164,-2.59629,-0.10492,-5.96466,-1.85397,-5.88675,-0.739784,-1.52706
10/25/2015 18:00,-5.41717,-6.60636,-3.12387,-0.370095,-6.01955,-3.42043,-5.97223,-1.13801,-3.06137
10/25/2015 19:00,-5.40989,-7.45042,-3.19305,-0.546144,-7.23263,-4.80943,-8.63979,-1.63884,-4.38331
10/25/2015 20:00,-5.73748,-8.54261,-3.81894,-0.851337,-7.12105,-5.39397,-8.56752,-2.0262,-5.42881
10/25/2015 21:00,-6.70821,-8.83255,-4.16949,-1.34307,-7.30905,-5.68027,-8.48115,-2.41698,-6.00976
10/25/2015 22:00,-6.51415,-9.10071,-4.1993,-1.82769,-7.98036,-6.30312,-9.95102,-2.64165,-6.6174
10/25/2015 23:00,-6.77253,-9.53813,-4.57862,-2.2216,-8.2298,-6.64358,-10.7597,-2.96816,-7.22098
10/26/2015 0:00,-7.13501,-10.08,-5.00046,-2.49577,-8.12421,-7.57661,-10.4581,-3.21964,-7.81716
10/26/2015 1:00,-7.50236,-10.4139,-5.03488,-2.76004,-8.88669,-7.84197,-10.9864,-3.48954,-8.06797
10/26/2015 2:00,-7.83956,-10.7718,-5.11691,-3.01773,-9.06827,-8.08389,-10.4981,-3.72452,-8.36519
10/26/2015 3:00,-8.085,-10.9407,-4.99796,-3.27757,-8.42322,-8.48898,-10.6403,1.74467,-7.93233
10/26/2015 4:00,-7.67146,-11.0658,-2.14497,-3.58144,-7.60762,-8.92725,-8.79015,7.23924,-4.23568
10/26/2015 5:00,-6.5839,-10.7497,1.43611,-3.88133,-6.65196,-8.82279,-5.83931,9.43021,0.756899
10/26/2015 6:00,-6.07218,-10.0179,3.02185,-4.07396,-5.99553,-9.05396,-2.47175,9.43221,7.37303
10/26/2015 7:00,-5.30735,-8.77901,3.46809,-3.98788,-5.16078,-9.05199,1.8645,8.39242,13.9857
10/26/2015 8:00,-3.49311,-7.26143,3.92682,-2.15104,-4.77546,-4.86896,6.88569,6.43599,18.3315
10/26/2015 9:00,-3.33824,-5.7326,3.67266,-0.396277,-4.39112,4.27229,10.6952,5.47109,21.2286
10/26/2015 10:00,-3.5222,-4.28769,2.7109,0.823646,-3.84849,5.49206,11.9497,5.16876,21.7208
10/26/2015 11:00,-3.46724,-3.54785,1.66635,1.84231,-3.52047,5.30333,10.8103,4.05282,20.3124
10/26/2015 12:00,-3.33142,-3.47201,0.806626,2.21145,-4.06593,5.56426,7.07243,3.41869,16.2536
10/26/2015 13:00,-3.34016,-3.54841,-0.190647,1.61572,-4.87326,4.81945,5.0161,2.43543,12.6859
10/26/2015 14:00,-3.45911,-4.40413,-0.803539,0.968159,-5.84605,3.46512,-2.36219,1.20393,4.59811
10/26/2015 15:00,-3.69643,-5.29682,-1.2865,0.49568,-6.41578,1.02229,-5.86747,0.233428,0.243497
10/26/2015 16:00,-3.96573,-6.1489,-1.81624,0.139755,-6.72521,-0.751102,-7.87474,-0.409766,-2.076
10/26/2015 17:00,-4.3431,-7.31456,-3.02713,-0.201358,-6.76747,-2.25162,-8.386,-0.777669,-3.53658
10/26/2015 18:00,-4.65699,-7.61306,-2.86912,-0.438771,-7.17537,-4.32189,-9.15217,-0.982664,-4.39174
10/26/2015 19:00,-4.97919,-8.131,-3.29856,-0.578568,-7.36716,-5.12703,-9.42773,-1.52957,-5.33924
10/26/2015 20:00,-5.23335,-8.8153,-3.67043,-0.984526,-7.96486,-5.86325,-10.411,-1.98021,-6.06281
10/26/2015 21:00,-5.75528,-9.29185,-4.35314,-1.55702,-7.87421,-6.44659,-10.1526,-2.4517,-6.66208
10/26/2015 22:00,-6.53547,-9.66057,-5.28712,-2.01186,-8.00374,-6.90318,-10.0663,-2.90439,-7.23123
10/26/2015 23:00,-6.93521,-10.0434,-5.10005,-2.39985,-8.328,-7.28228,-10.4802,-3.1989,-7.74117
10/27/2015 0:00,-6.96719,-10.3525,-4.95314,-2.73252,-8.36366,-7.58439,-11.4342,-3.40172,-8.17517
10/27/2015 1:00,-7.03253,-10.5367,-5.24137,-3.02245,-9.24929,-8.35246,-12.4409,-3.64396,-8.61971
10/27/2015 2:00,-7.4437,-10.7365,-5.47757,-3.31412,-9.05874,-8.76758,-12.16,-3.84399,-9.04517
10/27/2015 3:00,-7.9235,-11.1269,-5.78263,-3.62622,-8.86879,-9.14146,-12.0798,0.548421,-8.52495
10/27/2015 4:00,-6.93848,-11.5172,-2.45734,-3.86471,-7.78907,-9.47697,-9.87264,5.79714,-4.89894
10/27/2015 5:00,-6.70475,-11.25,1.4469,-4.16114,-6.88311,-9.70028,-6.7435,8.11801,0.32738
10/27/2015 6:00,-6.22618,-10.3318,3.19322,-4.48311,-6.1649,-10.159,-3.1486,8.83019,6.81028
10/27/2015 7:00,-5.47334,-9.11532,3.75657,-4.38976,-5.56661,-10.0079,1.26149,7.9035,13.481
10/27/2015 8:00,-3.48426,-7.44967,4.0888,-2.77516,-5.08394,-5.59329,5.97743,6.02711,19.2811
10/27/2015 9:00,-2.96812,-5.84076,3.67941,-0.993451,-4.54998,3.40983,11.0054,5.10256,23.5825
10/27/2015 10:00,-3.37866,-4.51694,2.51417,0.413353,-3.90116,5.55888,15.4403,4.41213,23.8758
10/27/2015 11:00,-3.26349,-3.34383,1.23491,1.3622,-3.42749,5.1816,15.3891,3.50513,22.5506
10/27/2015 12:00,-3.1631,-2.53905,0.417705,1.43007,-3.63163,5.90901,14.3149,2.74057,20.0425
10/27/2015 13:00,-3.13547,-2.15558,-0.213154,1.01408,-4.51938,6.29327,9.19165,1.89769,13.3387
10/27/2015 14:00,-3.15756,-2.36578,-0.697515,0.485774,-4.61972,5.1407,4.53095,0.785271,6.38326
10/27/2015 15:00,-3.67638,-2.85483,-1.59527,0.0603361,-5.19532,4.13077,2.52638,-0.230302,2.68508
10/27/2015 16:00,-4.19395,-3.52654,-2.30712,-0.229445,-5.38971,2.23327,0.696652,-0.807621,0.156801
10/27/2015 17:00,-4.26225,-4.16013,-2.34465,-0.304052,-5.50515,-0.529875,-1.19425,-1.23667,-1.47065
10/27/2015 18:00,-4.45236,-5.04763,-2.80879,-0.577044,-6.1958,-2.43093,-5.49992,-1.4929,-3.02144
10/27/2015 19:00,-5.99902,-6.28777,-5.44555,-0.968996,-6.25891,-3.88366,-5.43579,-2.39632,-4.35965
10/27/2015 20:00,-6.43185,-7.28344,-4.58602,-1.47001,-6.63644,-4.68089,-6.65458,-2.66486,-5.41854
10/27/2015 21:00,-6.0292,-8.22383,-4.53423,-2.05473,-7.86843,-5.71421,-9.66962,-2.9095,-6.2463
10/27/2015 22:00,-6.45091,-8.81794,-4.70294,-2.48946,-7.48531,-6.29407,-9.78856,-2.91066,-6.47943
10/27/2015 23:00,-6.69257,-9.25228,-4.89368,-2.85324,-8.27933,-6.91153,-9.93938,-3.14425,-6.79388
10/28/2015 0:00,-7.3056,-9.82591,-5.3631,-3.28001,-8.18637,-7.27314,-9.7072,-3.52287,-7.52512
10/28/2015 1:00,-7.41546,-10.2975,-5.2629,-3.65866,-8.45677,-7.38491,-10.6436,-3.59651,-7.71686
10/28/2015 2:00,-7.80385,-10.6785,-6.28995,-4.03493,-8.26934,-7.5115,-10.3983,-3.88144,-7.75224
10/28/2015 3:00,-8.24655,-11.0346,-5.58435,-4.22621,-8.26354,-7.89834,-10.2884,-0.0546885,-6.81406
10/28/2015 4:00,-7.57822,-11.3243,-3.04208,-4.51857,-7.3703,-8.41236,-8.66543,4.02674,-3.97153
10/28/2015 5:00,-5.97162,-10.9568,0.652165,-4.70461,-6.33675,-8.65098,-4.79477,6.38003,1.17711
10/28/2015 6:00,-5.60263,-10.0658,1.26377,-4.87069,-5.84221,-8.98899,-1.18789,5.16607,5.18837
10/28/2015 7:00,-5.32127,-8.93205,0.943004,-4.76423,-5.18887,-8.54564,0.891652,5.07049,7.98681
10/28/2015 8:00,-4.74784,-7.73079,0.586087,-3.4735,-5.32617,-5.22999,1.76784,4.1029,8.12474
10/28/2015 9:00,-4.4747,-6.89382,-0.0214529,-1.70904,-5.15453,2.77688,1.35278,3.78522,6.58456
10/28/2015 10:00,-4.21797,-6.37569,-0.864323,-0.567373,-5.19111,0.208216,0.567693,2.818,4.94531
10/28/2015 11:00,-4.06053,-6.10868,-1.22306,-0.138905,-4.78313,-0.781056,-0.0903473,2.17055,4.03762
10/28/2015 12:00,-4.00436,-5.94207,-2.15215,-0.0589609,-5.36367,-0.869806,-0.750125,0.982625,2.95676
10/28/2015 13:00,-4.32318,-6.06397,-2.79888,0.0143604,-6.06864,-2.36711,-2.45955,0.0197067,0.374574
10/28/2015 14:00,-4.52199,-6.41115,-2.71798,-0.112885,-6.64543,-3.08099,-4.37113,-0.457507,-0.553379
10/28/2015 15:00,-4.68501,-6.70642,-3.17822,-0.339739,-6.59487,-3.38965,-4.49601,-0.984949,-0.818746
10/28/2015 16:00,-4.9468,-7.06862,-3.32149,-0.837893,-7.49096,-4.18826,-5.61667,-1.28072,-1.1612
10/28/2015 17:00,-5.24817,-7.49571,-3.82565,-0.98605,-7.67077,-5.17643,-6.11878,-1.63889,-1.37933
10/28/2015 18:00,-5.10535,-7.72177,-3.68848,-1.28781,-8.22381,-5.54018,-6.72294,-1.97145,-1.56535
10/28/2015 19:00,-5.22646,-7.87518,-4.25747,-1.58687,-8.6921,-6.39669,-6.68488,-2.32789,-1.7382
10/28/2015 20:00,-5.4514,-8.11057,-4.1865,-1.86815,-9.01142,-6.29597,-7.11127,-2.44668,-2.00981
10/28/2015 21:00,-7.06872,-8.3711,-6.66482,-2.10855,-8.3143,-6.5617,-7.01679,-3.28258,-2.143
10/28/2015 22:00,-8.32699,-8.56909,-6.98657,-2.30392,-8.41499,-6.98833,-6.87081,-3.95907,-2.1672
10/28/2015 23:00,-9.12654,-8.6065,-7.40899,-2.48595,-8.47248,-7.08815,-6.71063,-4.27502,-2.11414
10/29/2015 0:00,-9.2944,-8.80664,-7.45667,-2.58849,-8.58639,-6.78528,-6.52992,-4.48699,-2.07165
10/29/2015 1:00,-9.30292,-8.94041,-6.70616,-2.79636,-8.64,-6.64894,-6.38285,-4.2321,-1.95887
10/29/2015 2:00,-9.88369,-8.88689,-7.38046,-3.17674,-8.61296,-6.59559,-6.1325,-5.03288,-1.78364
10/29/2015 3:00,-9.69149,-8.88103,-6.14835,-3.43697,-8.66202,-6.67666,-5.97484,-5.02028,-1.62933
10/29/2015 4:00,-9.65891,-8.78481,-5.39394,-3.58881,-8.61756,-6.61213,-5.84307,-4.71729,-1.453
10/29/2015 5:00,-9.64452,-8.71975,-5.03776,-3.70897,-8.58472,-6.60694,-5.70773,-3.69332,-1.24138
10/29/2015 6:00,-9.65161,-8.6214,-4.8562,-3.98922,-8.4825,-6.65914,-5.58924,-1.79683,-1.05268
10/29/2015 7:00,-9.53207,-8.54401,-4.5969,-3.86648,-8.46494,-6.8921,-5.47456,-0.299028,-0.859331
10/29/2015 8:00,-9.42311,-8.43921,-4.44957,-3.83311,-8.33013,-6.69307,-5.35764,1.37386,-0.661732
10/29/2015 9:00,-9.2164,-8.30932,-4.32909,-3.69345,-8.18893,-6.45106,-5.21498,1.87043,-0.445206
10/29/2015 10:00,-8.96805,-8.19338,-4.22662,-3.49402,-8.11732,-6.22848,-5.05047,1.09351,-0.325767
10/29/2015 11:00,-8.71366,-8.06439,-4.1264,-3.24366,-8.0386,-5.96167,-4.91486,0.553638,-0.250593
10/29/2015 12:00,-8.48015,-7.94391,-4.03579,-3.00036,-7.98788,-5.70636,-4.75594,0.022357,-0.230059
10/29/2015 13:00,-8.28754,-7.83644,-3.94008,-2.73045,-7.91008,-5.15976,-4.64682,-1.42336,-0.241833
10/29/2015 14:00,-8.12741,-7.74641,-3.86052,-2.51348,-7.8653,-4.98014,-4.58024,-2.6317,-0.273731
10/29/2015 15:00,-8.04312,-7.66927,-3.82094,-2.34199,-7.81782,-4.99739,-4.49334,-3.07998,-0.301671
10/29/2015 16:00,-8.05039,-7.61724,-3.73705,-2.21761,-8.12971,-5.04915,-4.45686,-3.70687,-0.328997
10/29/2015 17:00,-8.06957,-7.59156,-3.69197,-2.17012,-7.91417,-5.14598,-4.40044,-4.06122,-0.366028
10/29/2015 18:00,-8.16828,-7.58189,-3.70272,-2.18952,-7.97448,-5.2613,-4.35329,-4.69337,-0.393387
10/29/2015 19:00,-8.35084,-7.58986,-3.70734,-2.27297,-8.0115,-5.50969,-4.31857,-5.41661,-0.444642
10/29/2015 20:00,-8.54232,-7.58345,-3.69612,-2.34144,-8.2149,-5.76975,-4.28107,-5.10299,-0.490748
10/29/2015 21:00,-8.83298,-7.5772,-3.72014,-2.42159,-8.02407,-5.87299,-4.2667,-5.81751,-0.552054
10/29/2015 22:00,-9.09222,-7.58918,-3.76198,-2.50532,-8.19771,-6.07987,-4.24239,-6.32538,-0.597214
10/29/2015 23:00,-9.35787,-7.61411,-3.86891,-2.60549,-8.28748,-6.24354,-4.23131,-6.51158,-0.629091
10/30/2015 0:00,-9.56184,-7.64195,-3.91602,-2.73849,-7.97453,-6.43704,-4.20567,-6.57639,-0.672147
10/30/2015 1:00,-9.73513,-7.64983,-3.96279,-2.86234,-8.18632,-6.58157,-4.20204,-6.13898,-0.720716
10/30/2015 2:00,-9.9972,-7.66799,-4.00256,-3.01398,-8.25196,-6.56883,-4.19554,-6.50896,-0.758454
10/30/2015 3:00,-10.1354,-7.68111,-3.96967,-3.15778,-8.19962,-6.77383,-4.1691,-5.78186,-0.78273
10/30/2015 4:00,-10.0495,-7.68698,-3.96259,-3.32395,-8.33465,-7.00362,-4.15662,0.956052,-0.769466
10/30/2015 5:00,-10.2326,-7.68774,-4.03392,-3.44842,-8.41481,-6.96476,-4.1159,-0.556381,-0.718828
10/30/2015 6:00,-9.91812,-7.68909,-3.98011,-3.54775,-8.68696,-7.00362,-4.06542,5.35875,-0.582045
10/30/2015 7:00,-9.59994,-7.66882,-3.91346,-3.68733,-8.34609,-7.12547,-3.97708,5.18336,-0.402312
10/30/2015 8:00,-9.14666,-7.60569,-3.87368,-3.61123,-8.19905,-6.80931,-3.8907,3.58266,-0.254586
10/30/2015 9:00,-8.56252,-7.53731,-3.81497,-3.21685,-8.03433,-6.61567,-3.75881,3.97309,-0.120069
10/30/2015 10:00,-8.15954,-7.44526,-3.72535,-2.88286,-7.97856,-5.24846,-3.59743,4.27197,-0.0417767
10/30/2015 11:00,-7.82533,-7.31152,-3.62733,-2.18461,-7.84234,-4.10286,-3.46619,3.00977,-0.0320711
10/30/2015 12:00,-7.4855,-7.17177,-3.54769,-1.68596,-7.77471,-3.90007,-3.34437,1.76008,-0.0324688
10/30/2015 13:00,-7.19624,-7.0565,-3.50582,-1.53281,-7.67705,-3.32078,-3.23338,-0.186517,-0.0326509
10/30/2015 14:00,-6.99756,-7.02481,-3.54991,-1.41383,-7.66591,-0.456797,-3.19217,-1.7527,-0.0850887
10/30/2015 15:00,-7.10442,-7.05916,-3.60599,-1.31849,-7.88442,-0.462112,-3.15876,-2.53469,-0.264655
10/30/2015 16:00,-7.28182,-7.09261,-3.52274,-1.38012,-7.67885,-3.50498,-3.18661,-2.46747,-0.454513
10/30/2015 17:00,-7.42616,-7.0917,-3.45332,-1.57568,-7.44934,-4.1628,-3.21798,-3.06913,-0.620746
10/30/2015 18:00,-7.58982,-7.08598,-3.42696,-1.90913,-7.41973,-5.27526,-3.25568,-3.36231,-0.750672
10/30/2015 19:00,-7.74317,-7.09924,-3.38408,-2.31081,-7.84316,-5.41635,-3.28636,-3.52215,-0.866352
10/30/2015 20:00,-7.89773,-7.10241,-3.34191,-2.64522,-7.49539,-5.63068,-3.32413,-3.71827,-1.02594
10/30/2015 21:00,-7.99774,-7.1139,-3.29947,-2.88011,-7.68195,-5.92351,-3.34996,-3.9825,-1.12219
10/30/2015 22:00,-8.09691,-7.14348,-3.28939,-3.08011,-7.49192,-6.19302,-3.37843,-4.3798,-1.20044
10/30/2015 23:00,-8.20603,-7.17135,-3.27203,-3.24624,-8.73491,-6.29047,-3.39958,-4.45899,-1.31574
10/31/2015 0:00,-8.30536,-7.23012,-3.22854,-3.43333,-7.9186,-6.44679,-3.4235,-4.44718,-1.39354
10/31/2015 1:00,-8.50858,-7.28119,-3.32821,-3.51162,-7.90011,-6.47841,-3.45484,-5.25621,-1.42517
10/31/2015 2:00,-8.63682,-7.37989,-3.53874,-3.63029,-8.00707,-6.79075,-3.48121,-5.56553,-1.45847
10/31/2015 3:00,-8.94613,-7.42629,-3.69025,-3.77099,-7.97857,-6.78006,-3.49625,-1.39603,-1.52189
10/31/2015 4:00,-9.23689,-7.61251,-4.16157,-3.85142,-8.11557,-6.82352,-3.49889,3.4069,-1.54932
10/31/2015 5:00,-9.43398,-7.60451,-4.22712,-3.91749,-8.1533,-7.23141,-3.48958,5.26627,-1.47362
10/31/2015 6:00,-9.11952,-7.59941,-4.19104,-4.06849,-8.02688,-7.51136,-3.45467,5.75238,-1.22016
10/31/2015 7:00,-8.63079,-7.56185,-4.23278,-4.25441,-7.89871,-7.64252,-3.37696,4.74725,-0.823896
10/31/2015 8:00,-8.27631,-7.52256,-4.10491,-3.79862,-7.72491,-7.44131,-3.18556,4.04387,-0.412366
10/31/2015 9:00,-7.97628,-7.44979,-3.99005,-2.98305,-7.43559,-6.7971,-3.02318,2.9155,-0.143803
10/31/2015 10:00,-7.70881,-7.32274,-3.85953,-2.23482,-7.12682,-5.79525,-2.80166,2.41232,-0.025794
10/31/2015 11:00,-7.53395,-7.21206,-3.73883,-1.77893,-7.14579,-5.11205,-2.48224,2.57694,0.00935268
10/31/2015 12:00,-7.37183,-7.07982,-3.66813,-1.54019,-6.94165,-3.29847,-2.30129,1.68046,-0.00413036
10/31/2015 13:00,-7.22184,-6.91488,-3.59797,-1.75489,-6.57664,-3.11724,-2.17618,0.00516415,-0.0396729
10/31/2015 14:00,-7.20219,-6.81314,-3.54304,-1.97655,-6.77737,-2.47639,-1.99092,-1.08267,-0.0516644
10/31/2015 15:00,-7.25368,-6.86863,-3.62247,-2.06069,-6.73499,-1.40839,-1.95658,-1.73528,-0.112847
10/31/2015 16:00,-7.37616,-6.89103,-3.573,-2.07571,-6.82779,-1.57436,-2.01588,-2.08784,-0.600061
10/31/2015 17:00,-7.51097,-6.89999,-3.53953,-2.27817,-6.62399,-3.04507,-2.23868,-2.52054,-1.40528
10/31/2015 18:00,-7.63967,-6.96478,-3.4881,-2.53815,-6.73574,-4.04902,-2.44961,-2.8979,-2.12505
10/31/2015 19:00,-7.75285,-7.05274,-3.41905,-2.9327,-7.22325,-4.81022,-2.66149,-3.18086,-2.70427
10/31/2015 20:00,-7.86271,-7.19168,-3.37098,-3.29184,-7.21196,-5.10454,-2.8569,-3.58339,-3.15746
10/31/2015 21:00,-7.93851,-7.21391,-3.3501,-3.56329,-7.02155,-5.52819,-3.07631,-3.87787,-3.53165
10/31/2015 22:00,-8.07831,-7.41091,-3.41538,-3.84926,-7.20231,-5.88395,-3.20413,-4.22426,-3.86476
10/31/2015 23:00,-8.27198,-7.49787,-3.59327,-4.10377,-7.11978,-6.23455,-3.46356,-4.52539,-4.11383
11/1/2015 0:00,-8.4026,-7.76984,-3.61216,-4.31353,-7.25313,-6.55008,-3.63272,-4.77057,-4.35995
11/1/2015 1:00,-8.53062,-7.75384,-3.60748,-4.52624,-7.11669,-6.97144,-3.83193,-4.97217,-4.63583
11/1/2015 2:00,-8.63196,-7.74319,-3.60225,-4.69899,-7.17936,-7.29925,-3.97209,-5.17351,-4.89575
11/1/2015 3:00,-8.78756,-7.76787,-3.66608,-4.86918,-7.30419,-7.57924,-4.09521,-0.814708,-5.07366
11/1/2015 4:00,-8.99785,-7.82426,-3.71988,-5.03756,-7.39953,-7.75876,-4.13021,4.96836,-4.95413
11/1/2015 5:00,-8.83625,-7.88347,-3.70305,-5.17698,-7.35515,-8.13937,-4.2335,7.9593,-4.33263
11/1/2015 6:00,-8.47479,-7.903,-3.62745,-5.30169,-7.38108,-8.36393,-3.98512,9.14487,-3.33747
11/1/2015 7:00,-7.92693,-7.87468,-3.52757,-5.36346,-7.38299,-8.6681,-3.54376,7.57741,-2.09939
11/1/2015 8:00,-7.30719,-7.77217,-3.36815,-4.43595,-7.12821,-7.35573,-2.94854,5.99475,-1.06159
11/1/2015 9:00,-6.71239,-7.612,-3.13707,-2.82433,-6.69422,-3.45828,-2.28153,6.1634,-0.313993
11/1/2015 10:00,-6.09795,-7.40569,-2.90862,-1.37409,-6.20211,-2.0251,-1.37532,6.75983,-0.0486021
11/1/2015 11:00,-5.55538,-7.16096,-2.72679,-0.410701,-6.29652,0.00591946,-1.17774,6.5953,-0.119853
11/1/2015 12:00,-5.09455,-6.9514,-2.62491,-0.0988255,-6.43989,2.35667,-0.933832,4.93106,-0.199683
11/1/2015 13:00,-4.75801,-6.8113,-2.51249,-0.177444,-7.08348,4.1012,-1.10811,3.21709,-0.224757
